mental_health_rating,age,sleep_hours,attendance_percentage,netflix_hours,social_media_hours,study_hours_per_day,exercise_frequency,gender_Female,gender_Male,gender_Other,part_time_job_No,part_time_job_Yes,extracurricular_participation_No,extracurricular_participation_Yes,diet_quality_encoded,parental_education_encoded,internet_quality_encoded
0.9001863721749737,1.0845511356851483,1.2481201190095639,0.09242597209247583,-0.6697501191341293,-1.1140636862811544,-2.4180684399089243,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0
0.9001863721749737,-0.21586989031622913,-1.5256614383683815,1.4016963357196162,0.44696537754636945,0.2513150177018764,2.281706843990565,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
-1.5593392348604733,0.21760378501756333,1.2481201190095639,1.1355844731937745,-0.48363086968737945,0.507323524698695,-1.4644908460742454,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.5593392348604733,1.0845511356851483,2.2271018451429554,-1.3978004580522372,-0.7628097438575042,1.1900128766902103,-1.736941587169868,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0
-1.5593392348604733,-0.6493435656500216,-1.280916006835033,0.7204499676534626,-1.2281078674743788,1.6166937216849078,0.9875658237863575,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0
-0.5052568318452817,1.5180248110189407,0.7586292559428679,-0.1311079924292305,-1.6934059910912533,-1.0287275172822148,2.4860448998122817,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0
-0.5052568318452817,0.21760378501756333,0.02439296134282336,0.17758176810074483,-0.3905712449640047,-0.8580551792843361,1.396241935429791,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
0.9001863721749737,0.21760378501756333,-1.5256614383683815,-0.6846206664829814,0.16778650337624487,-1.2847360242790333,0.5107770268690179,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
-1.5593392348604733,1.0845511356851483,0.5138838244095193,1.6890971472475254,-0.1113923707938799,-0.2607019962917599,0.578889712142924,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0
1.6029079741851013,-1.0828172409838142,0.8402110664539837,1.1994513201999775,-0.48363086968737945,0.507323524698695,0.8513404532385461,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0
-0.8566176328503455,-0.6493435656500216,-0.546679712234989,-0.6952651409840159,-0.9489289933042541,1.0193405386923315,0.7151150826907346,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0
-1.5593392348604733,1.0845511356851483,1.166538308498448,-1.323289136545001,0.6330846269931194,-0.09002965829388124,0.23832628577339543,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1.2515471731800376,-0.6493435656500216,-1.6072432488794972,-0.3227085334478377,-1.3211674921977539,-0.34603816529069936,0.10210091522558434,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0
1.6029079741851013,-0.6493435656500216,-1.444079627857265,0.550138375636923,0.8192038764398695,0.1659788487029373,-0.10223714059613274,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
1.2515471731800376,1.5180248110189407,0.18755658236505557,0.34789336011728433,-1.041988618027629,-0.8580551792843361,-0.7833639933351891,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.5488255711699098,0.21760378501756333,0.02439296134282336,1.4229852847216837,-0.7628097438575042,2.128710735678544,-0.3065751964178495,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
0.9001863721749737,-0.21586989031622913,-0.7098433332572212,0.9333394576741358,-1.5072867416445035,-1.6260807002747908,-1.736941587169868,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5593392348604733,1.5180248110189407,0.8402110664539837,1.1249399986927415,-0.5766904944107545,0.1659788487029373,-0.10223714059613274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.15389603084021786,1.5180248110189407,0.5138838244095193,0.4436936306265864,1.005323125886619,2.043374566679605,-1.0558147344308115,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
-1.2079784338554094,-0.6493435656500216,0.8402110664539837,-1.387155983551204,0.5400250022697445,-0.004693489294941721,-1.192040104978623,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.5593392348604733,0.6510774603513558,-0.05718884916829238,-0.12046351792819744,1.005323125886619,-0.17536582729282074,0.17021360049948972,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0
-0.8566176328503455,0.21760378501756333,0.5954656349206358,1.2207402692020435,0.5400250022697445,-0.34603816529069936,1.396241935429791,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0
0.5488255711699098,-1.0828172409838142,-0.3835160912127568,0.039203599587307514,-1.1350482427510038,-0.17536582729282074,0.919453138512452,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.5593392348604733,1.5180248110189407,2.063938224120724,0.624649697144159,-0.3905712449640047,1.360685214688089,-1.6688289018959621,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0
-1.2079784338554094,-0.21586989031622913,-0.791425143768337,-0.2481972119406017,-0.8558693685808791,-2.1380977142684277,-1.0558147344308115,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
-1.2079784338554094,0.6510774603513558,2.063938224120724,-1.0039549015139912,1.3775616247801186,1.531357552685968,0.919453138512452,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
